,sentence,words,words_tag
2678,가장 저렴한 크라운 막쮸 몇 개 살 수 있는지 검색해줘,"['가장', ' ', '저렴한', ' ', '크라운', ' ', '막쮸', ' ', '몇', ' ', '개', ' ', '살', ' ', '수', ' ', '있는지', ' ', '검색해줘']","['-', '-', '-', '-', 'PRD_B', 'PRD_I', 'PRD_I', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']"
2679,가장 저렴한 영덕게살 게살장 게딱지장 세트 몇 개 살 수 있는지 찾아줘,"['가장', ' ', '저렴한', ' ', '영덕게살', ' ', '게살장', ' ', '게딱지장', ' ', '세트', ' ', '몇', ' ', '개', ' ', '살', ' ', '수', ' ', '있는지', ' ', '찾아줘']","['-', '-', '-', '-', 'PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']"
2680,가장 저렴한 남양 맛있는 우유 지티 아인슈타인 베이비 몇 개 살 수 있는지 말해줘,"['가장', ' ', '저렴한', ' ', '남양', ' ', '맛있는', ' ', '우유', ' ', '지티', ' ', '아인슈타인', ' ', '베이비', ' ', '몇', ' ', '개', ' ', '살', ' ', '수', ' ', '있는지', ' ', '말해줘']","['-', '-', '-', '-', 'PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']"
2681,가장 저렴한 동광젓갈 웰빙오징어젓 몇 개 남았는지 알려줘,"['가장', ' ', '저렴한', ' ', '동광젓갈', ' ', '웰빙오징어젓', ' ', '몇', ' ', '개', ' ', '남았는지', ' ', '알려줘']","['-', '-', '-', '-', 'PRD_B', 'PRD_I', 'PRD_I', '-', '-', '-', '-', '-', '-', '-', '-']"
2682,가장 저렴한 씨제이 비비고 총각김치 몇 개 남았는지 확인해줘,"['가장', ' ', '저렴한', ' ', '씨제이', ' ', '비비고', ' ', '총각김치', ' ', '몇', ' ', '개', ' ', '남았는지', ' ', '확인해줘']","['-', '-', '-', '-', 'PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', '-', '-', '-', '-', '-', '-', '-']"
2683,가장 저렴한 대림 오징어듬뿍해물땡 몇 개 남았는지 검색해줘,"['가장', ' ', '저렴한', ' ', '대림', ' ', '오징어듬뿍해물땡', ' ', '몇', ' ', '개', ' ', '남았는지', ' ', '검색해줘']","['-', '-', '-', '-', 'PRD_B', 'PRD_I', 'PRD_I', '-', '-', '-', '-', '-', '-', '-', '-']"
2684,가장 저렴한 바삭한 탕수육 몇 개 남았는지 찾아줘,"['가장', ' ', '저렴한', ' ', '바삭한', ' ', '탕수육', ' ', '몇', ' ', '개', ' ', '남았는지', ' ', '찾아줘']","['-', '-', '-', '-', 'PRD_B', 'PRD_I', 'PRD_I', '-', '-', '-', '-', '-', '-', '-', '-']"
2685,가장 저렴한 소세지몽땅 몇 개 남았는지 말해줘,"['가장', ' ', '저렴한', ' ', '소세지몽땅', ' ', '몇', ' ', '개', ' ', '남았는지', ' ', '말해줘']","['-', '-', '-', '-', 'PRD_B', '-', '-', '-', '-', '-', '-', '-', '-']"
2686,매일우유 멸균 저지방은 어디에 있어,"['매일우유', ' ', '멸균', ' ', '저지방', '은', ' ', '어디에', ' ', '있어']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', '-', '-', '-', '-']"
2687,하림 닭가슴살 훈제는 어디에 위치해,"['하림', ' ', '닭가슴살', ' ', '훈제', '는', ' ', '어디에', ' ', '위치해']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', '-', '-', '-', '-']"
2688,오트밀바 플랩잭스 슈퍼푸드 에너지바는 어디에 팔아,"['오트밀바', ' ', '플랩잭스', ' ', '슈퍼푸드', ' ', '에너지바', '는', ' ', '어디에', ' ', '팔아']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', '-', '-', '-', '-']"
2689,아이스브레이커스 베리스플래쉬스트로베리향은 어디에서 판매해,"['아이스브레이커스', ' ', '베리스플래쉬스트로베리향', '은', ' ', '어디에서', ' ', '판매해']","['PRD_B', 'PRD_I', 'PRD_I', '-', '-', '-', '-', '-']"
2690,전철우 소갈비탕은 어디에서 살 수 있어,"['전철우', ' ', '소갈비탕', '은', ' ', '어디에서', ' ', '살', ' ', '수', ' ', '있어']","['PRD_B', 'PRD_I', 'PRD_I', '-', '-', '-', '-', '-', '-', '-', '-', '-']"
2691,씨제이 고메 바삭튀겨낸 통등심돈카츠는 어디에서 찾을 수 있어,"['씨제이', ' ', '고메', ' ', '바삭튀겨낸', ' ', '통등심돈카츠', '는', ' ', '어디에서', ' ', '찾을', ' ', '수', ' ', '있어']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', '-', '-', '-', '-', '-', '-', '-', '-']"
2692,차이브 앤 갈릭 치즈는 어디에서 구할 수 있어,"['차이브', ' ', '앤', ' ', '갈릭', ' ', '치즈', '는', ' ', '어디에서', ' ', '구할', ' ', '수', ' ', '있어']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', '-', '-', '-', '-', '-', '-', '-', '-']"
2693,누가바는 어디에서 구매할 수 있어,"['누가바', '는', ' ', '어디에서', ' ', '구매할', ' ', '수', ' ', '있어']","['PRD_B', '-', '-', '-', '-', '-', '-', '-', '-', '-']"
2694,씨제이 쁘띠첼 밀감은 어디에서 볼 수 있어,"['씨제이', ' ', '쁘띠첼', ' ', '밀감', '은', ' ', '어디에서', ' ', '볼', ' ', '수', ' ', '있어']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', '-', '-', '-', '-', '-', '-', '-', '-']"
2695,바다먹자 화끈한 성수쭈꾸미 매운맛은 어디에 진열 되어있어,"['바다먹자', ' ', '화끈한', ' ', '성수쭈꾸미', ' ', '매운맛', '은', ' ', '어디에', ' ', '진열', ' ', '되어있어']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', '-', '-', '-', '-', '-', '-']"
2696,후앙 슈크림빵은 어디에서 판매하고 있어,"['후앙', ' ', '슈크림빵', '은', ' ', '어디에서', ' ', '판매하고', ' ', '있어']","['PRD_B', 'PRD_I', 'PRD_I', '-', '-', '-', '-', '-', '-', '-']"
2697,안흥식품 단팥 품은 옛날 붕어빵은 어디에서 판매중이야,"['안흥식품', ' ', '단팥', ' ', '품은', ' ', '옛날', ' ', '붕어빵', '은', ' ', '어디에서', ' ', '판매중이야']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', '-', '-', '-', '-']"
2698,풀무원 올바른 또띠아 우유대는 어느 구역에 있어,"['풀무원', ' ', '올바른', ' ', '또띠아', ' ', '우유대', '는', ' ', '어느', ' ', '구역에', ' ', '있어']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', '-', '-', '-', '-', '-', '-']"
2699,서울식품 미니애플파이는 어느 구역에 위치해,"['서울식품', ' ', '미니애플파이', '는', ' ', '어느', ' ', '구역에', ' ', '위치해']","['PRD_B', 'PRD_I', 'PRD_I', '-', '-', '-', '-', '-', '-', '-']"
2700,정통뉴욕 어니언 베이글 파베이크는 어느 구역에 팔아,"['정통뉴욕', ' ', '어니언', ' ', '베이글', ' ', '파베이크', '는', ' ', '어느', ' ', '구역에', ' ', '팔아']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', '-', '-', '-', '-', '-', '-']"
2701,대림선 신선한 콩자반은 어느 구역에서 판매해,"['대림선', ' ', '신선한', ' ', '콩자반', '은', ' ', '어느', ' ', '구역에서', ' ', '판매해']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', '-', '-', '-', '-', '-', '-']"
2702,밸리 팜 멜론 망고 치즈는 어느 구역에서 살 수 있어,"['밸리', ' ', '팜', ' ', '멜론', ' ', '망고', ' ', '치즈', '는', ' ', '어느', ' ', '구역에서', ' ', '살', ' ', '수', ' ', '있어']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']"
2703,안동낫또 우리콩 생청국장 백태는 어느 구역에서 찾을 수 있어,"['안동낫또', ' ', '우리콩', ' ', '생청국장', ' ', '백태', '는', ' ', '어느', ' ', '구역에서', ' ', '찾을', ' ', '수', ' ', '있어']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']"
2704,프랑스 머핀 슈거데코 냉동빵은 어느 구역에서 구할 수 있어,"['프랑스', ' ', '머핀', ' ', '슈거데코', ' ', '냉동빵', '은', ' ', '어느', ' ', '구역에서', ' ', '구할', ' ', '수', ' ', '있어']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']"
2705,씨제이 쁘띠첼 스윗푸딩밀크커스터드는 어느 구역에서 구매할 수 있어,"['씨제이', ' ', '쁘띠첼', ' ', '스윗푸딩밀크커스터드', '는', ' ', '어느', ' ', '구역에서', ' ', '구매할', ' ', '수', ' ', '있어']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']"
2706,한일 계피향 캔디는 어느 구역에서 볼 수 있어,"['한일', ' ', '계피향', ' ', '캔디', '는', ' ', '어느', ' ', '구역에서', ' ', '볼', ' ', '수', ' ', '있어']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']"
2707,블랙벨벳샴푸는 어느 구역에 진열 되어있어,"['블랙벨벳샴푸', '는', ' ', '어느', ' ', '구역에', ' ', '진열', ' ', '되어있어']","['PRD_B', '-', '-', '-', '-', '-', '-', '-', '-', '-']"
2708,하루노유키 독일 바움쿠헨 행운의 케익은 어느 구역에서 판매하고 있어,"['하루노유키', ' ', '독일', ' ', '바움쿠헨', ' ', '행운의', ' ', '케익', '은', ' ', '어느', ' ', '구역에서', ' ', '판매하고', ' ', '있어']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', '-', '-', '-', '-', '-', '-', '-', '-']"
2709,동원냉장냉동 심야식당 직화 숯불닭꼬치는 어느 구역에서 판매중이야,"['동원냉장냉동', ' ', '심야식당', ' ', '직화', ' ', '숯불닭꼬치', '는', ' ', '어느', ' ', '구역에서', ' ', '판매중이야']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', '-', '-', '-', '-', '-', '-']"
2710,피코크 안심돈까스는 어디 구역에 있어,"['피코크', ' ', '안심돈까스', '는', ' ', '어디', ' ', '구역에', ' ', '있어']","['PRD_B', 'PRD_I', 'PRD_I', '-', '-', '-', '-', '-', '-', '-']"
2711,바닐라빈은 어디 구역에 위치해,"['바닐라빈', '은', ' ', '어디', ' ', '구역에', ' ', '위치해']","['PRD_B', '-', '-', '-', '-', '-', '-', '-']"
2712,구운어묵볶음은 어디 구역에 팔아,"['구운어묵볶음', '은', ' ', '어디', ' ', '구역에', ' ', '팔아']","['PRD_B', '-', '-', '-', '-', '-', '-', '-']"
2713,마산 땅콩 캬라멜은 어디 구역에서 판매해,"['마산', ' ', '땅콩', ' ', '캬라멜', '은', ' ', '어디', ' ', '구역에서', ' ', '판매해']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', '-', '-', '-', '-', '-', '-']"
2714,포스 리콜라 레몬민트는 어디 구역에서 살 수 있어,"['포스', ' ', '리콜라', ' ', '레몬민트', '는', ' ', '어디', ' ', '구역에서', ' ', '살', ' ', '수', ' ', '있어']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']"
2715,큐원 아몬드분말은 어디 구역에서 찾을 수 있어,"['큐원', ' ', '아몬드분말', '은', ' ', '어디', ' ', '구역에서', ' ', '찾을', ' ', '수', ' ', '있어']","['PRD_B', 'PRD_I', 'PRD_I', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']"
2716,국산콩 유자나또는 어디 구역에서 구할 수 있어,"['국산콩', ' ', '유자나또', '는', ' ', '어디', ' ', '구역에서', ' ', '구할', ' ', '수', ' ', '있어']","['PRD_B', 'PRD_I', 'PRD_I', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']"
2717,우유속에 말랑말랑 밀크츄는 어디 구역에서 구매할 수 있어,"['우유속에', ' ', '말랑말랑', ' ', '밀크츄', '는', ' ', '어디', ' ', '구역에서', ' ', '구매할', ' ', '수', ' ', '있어']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']"
2718,피코크 온더보더 나쵸 칩 비프 화이타 맛 스낵은 어디 구역에서 볼 수 있어,"['피코크', ' ', '온더보더', ' ', '나쵸', ' ', '칩', ' ', '비프', ' ', '화이타', ' ', '맛', ' ', '스낵', '은', ' ', '어디', ' ', '구역에서', ' ', '볼', ' ', '수', ' ', '있어']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']"
2719,삼립 아침미소토스트는 어디 구역에 진열 되어있어,"['삼립', ' ', '아침미소토스트', '는', ' ', '어디', ' ', '구역에', ' ', '진열', ' ', '되어있어']","['PRD_B', 'PRD_I', 'PRD_I', '-', '-', '-', '-', '-', '-', '-', '-', '-']"
2720,한성 오징어젓갈은 어디 구역에서 판매하고 있어,"['한성', ' ', '오징어젓갈', '은', ' ', '어디', ' ', '구역에서', ' ', '판매하고', ' ', '있어']","['PRD_B', 'PRD_I', 'PRD_I', '-', '-', '-', '-', '-', '-', '-', '-', '-']"
2721,씨제이프레시웨이 실속 돈까스는 어디 구역에서 판매중이야,"['씨제이프레시웨이', ' ', '실속', ' ', '돈까스', '는', ' ', '어디', ' ', '구역에서', ' ', '판매중이야']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', '-', '-', '-', '-', '-', '-']"
2722,커피맛 캔디는 어느 장소에 있어,"['커피맛', ' ', '캔디', '는', ' ', '어느', ' ', '장소에', ' ', '있어']","['PRD_B', 'PRD_I', 'PRD_I', '-', '-', '-', '-', '-', '-', '-']"
2723,올가 포기 김치는 어느 장소에 위치해,"['올가', ' ', '포기', ' ', '김치', '는', ' ', '어느', ' ', '장소에', ' ', '위치해']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', '-', '-', '-', '-', '-', '-']"
2724,우리밀김치만두는 어느 장소에 팔아,"['우리밀김치만두', '는', ' ', '어느', ' ', '장소에', ' ', '팔아']","['PRD_B', '-', '-', '-', '-', '-', '-', '-']"
2725,덴마크 짜지않은 치즈 고슘비타민은 어느 장소에서 판매해,"['덴마크', ' ', '짜지않은', ' ', '치즈', ' ', '고슘비타민', '은', ' ', '어느', ' ', '장소에서', ' ', '판매해']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', '-', '-', '-', '-', '-', '-']"
2726,아침의선물은 어느 장소에서 살 수 있어,"['아침의선물', '은', ' ', '어느', ' ', '장소에서', ' ', '살', ' ', '수', ' ', '있어']","['PRD_B', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']"
2727,목장의 신선함이 살아있는 우유는 어느 장소에서 찾을 수 있어,"['목장의', ' ', '신선함이', ' ', '살아있는', ' ', '우유', '는', ' ', '어느', ' ', '장소에서', ' ', '찾을', ' ', '수', ' ', '있어']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']"
2728,트롤리 피자모양 젤리는 어느 장소에서 구할 수 있어,"['트롤리', ' ', '피자모양', ' ', '젤리', '는', ' ', '어느', ' ', '장소에서', ' ', '구할', ' ', '수', ' ', '있어']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']"
2729,슈레드 모짜렐라 치즈는 어느 장소에서 구매할 수 있어,"['슈레드', ' ', '모짜렐라', ' ', '치즈', '는', ' ', '어느', ' ', '장소에서', ' ', '구매할', ' ', '수', ' ', '있어']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']"
2730,포스틱은 어느 장소에서 볼 수 있어,"['포스틱', '은', ' ', '어느', ' ', '장소에서', ' ', '볼', ' ', '수', ' ', '있어']","['PRD_B', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']"
2731,청정원 고구마츄는 어느 장소에 진열 되어있어,"['청정원', ' ', '고구마츄', '는', ' ', '어느', ' ', '장소에', ' ', '진열', ' ', '되어있어']","['PRD_B', 'PRD_I', 'PRD_I', '-', '-', '-', '-', '-', '-', '-', '-', '-']"
2732,피코크 서울스낵 수고구마스틱은 어느 장소에서 판매하고 있어,"['피코크', ' ', '서울스낵', ' ', '수고구마스틱', '은', ' ', '어느', ' ', '장소에서', ' ', '판매하고', ' ', '있어']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', '-', '-', '-', '-', '-', '-', '-', '-']"
2733,제주 슈레드 모짜렐라 치즈는 어느 장소에서 판매중이야,"['제주', ' ', '슈레드', ' ', '모짜렐라', ' ', '치즈', '는', ' ', '어느', ' ', '장소에서', ' ', '판매중이야']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', '-', '-', '-', '-', '-', '-']"
2734,올반 한우는 어느 위치에 있어,"['올반', ' ', '한우', '는', ' ', '어느', ' ', '위치에', ' ', '있어']","['PRD_B', 'PRD_I', 'PRD_I', '-', '-', '-', '-', '-', '-', '-']"
2735,도들샘 해물볶음우동은 어느 위치에 위치해,"['도들샘', ' ', '해물볶음우동', '은', ' ', '어느', ' ', '위치에', ' ', '위치해']","['PRD_B', 'PRD_I', 'PRD_I', '-', '-', '-', '-', '-', '-', '-']"
2736,피코크 부산식 유부 주머니는 어느 위치에 팔아,"['피코크', ' ', '부산식', ' ', '유부', ' ', '주머니', '는', ' ', '어느', ' ', '위치에', ' ', '팔아']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', '-', '-', '-', '-', '-', '-']"
2737,히로타 바닐라크림슈는 어느 위치에서 판매해,"['히로타', ' ', '바닐라크림슈', '는', ' ', '어느', ' ', '위치에서', ' ', '판매해']","['PRD_B', 'PRD_I', 'PRD_I', '-', '-', '-', '-', '-', '-', '-']"
2738,피코크 국산 들깨로 짜낸 들기름은 어느 위치에서 살 수 있어,"['피코크', ' ', '국산', ' ', '들깨로', ' ', '짜낸', ' ', '들기름', '은', ' ', '어느', ' ', '위치에서', ' ', '살', ' ', '수', ' ', '있어']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']"
2739,이마트 초코크런치롤은 어느 위치에서 찾을 수 있어,"['이마트', ' ', '초코크런치롤', '은', ' ', '어느', ' ', '위치에서', ' ', '찾을', ' ', '수', ' ', '있어']","['PRD_B', 'PRD_I', 'PRD_I', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']"
2740,티코 밀크 초코는 어느 위치에서 구할 수 있어,"['티코', ' ', '밀크', ' ', '초코', '는', ' ', '어느', ' ', '위치에서', ' ', '구할', ' ', '수', ' ', '있어']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']"
2741,피코크 치킨스테이크는 어느 위치에서 구매할 수 있어,"['피코크', ' ', '치킨스테이크', '는', ' ', '어느', ' ', '위치에서', ' ', '구매할', ' ', '수', ' ', '있어']","['PRD_B', 'PRD_I', 'PRD_I', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']"
2742,소프트 닭가슴살 혼합은 어느 위치에서 볼 수 있어,"['소프트', ' ', '닭가슴살', ' ', '혼합', '은', ' ', '어느', ' ', '위치에서', ' ', '볼', ' ', '수', ' ', '있어']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']"
2743,하겐다즈 그린티 아이스크림은 어느 위치에 진열 되어있어,"['하겐다즈', ' ', '그린티', ' ', '아이스크림', '은', ' ', '어느', ' ', '위치에', ' ', '진열', ' ', '되어있어']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', '-', '-', '-', '-', '-', '-', '-', '-']"
2744,청양고추맛 닭가슴살 곤약 잡채 만두는 어느 위치에서 판매하고 있어,"['청양고추맛', ' ', '닭가슴살', ' ', '곤약', ' ', '잡채', ' ', '만두', '는', ' ', '어느', ' ', '위치에서', ' ', '판매하고', ' ', '있어']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', '-', '-', '-', '-', '-', '-', '-', '-']"
2745,풀크림 멸균우유는 어느 위치에서 판매중이야,"['풀크림', ' ', '멸균우유', '는', ' ', '어느', ' ', '위치에서', ' ', '판매중이야']","['PRD_B', 'PRD_I', 'PRD_I', '-', '-', '-', '-', '-', '-', '-']"
2746,씨제이 다담 매콤돼지 불고기양념은 어디 쯤에 있어,"['씨제이', ' ', '다담', ' ', '매콤돼지', ' ', '불고기양념', '은', ' ', '어디', ' ', '쯤에', ' ', '있어']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', '-', '-', '-', '-', '-', '-']"
2747,피코크 로즈마리 닭가슴살은 어디 쯤에 위치해,"['피코크', ' ', '로즈마리', ' ', '닭가슴살', '은', ' ', '어디', ' ', '쯤에', ' ', '위치해']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', '-', '-', '-', '-', '-', '-']"
2748,피코크 초콜릿타르트는 어디 쯤에 팔아,"['피코크', ' ', '초콜릿타르트', '는', ' ', '어디', ' ', '쯤에', ' ', '팔아']","['PRD_B', 'PRD_I', 'PRD_I', '-', '-', '-', '-', '-', '-', '-']"
2749,뽀뽀뜨반찬 수제두부새우전은 어디 쯤에서 판매해,"['뽀뽀뜨반찬', ' ', '수제두부새우전', '은', ' ', '어디', ' ', '쯤에서', ' ', '판매해']","['PRD_B', 'PRD_I', 'PRD_I', '-', '-', '-', '-', '-', '-', '-']"
2750,저스트 건과채 스낵은 어디 쯤에서 살 수 있어,"['저스트', ' ', '건과채', ' ', '스낵', '은', ' ', '어디', ' ', '쯤에서', ' ', '살', ' ', '수', ' ', '있어']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']"
2751,피코크 초코케익은 어디 쯤에서 찾을 수 있어,"['피코크', ' ', '초코케익', '은', ' ', '어디', ' ', '쯤에서', ' ', '찾을', ' ', '수', ' ', '있어']","['PRD_B', 'PRD_I', 'PRD_I', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']"
2752,멘토스 스무디는 어디 쯤에서 구할 수 있어,"['멘토스', ' ', '스무디', '는', ' ', '어디', ' ', '쯤에서', ' ', '구할', ' ', '수', ' ', '있어']","['PRD_B', 'PRD_I', 'PRD_I', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']"
2753,씨제이 더건강한그릴비엔나는 어디 쯤에서 구매할 수 있어,"['씨제이', ' ', '더건강한그릴비엔나', '는', ' ', '어디', ' ', '쯤에서', ' ', '구매할', ' ', '수', ' ', '있어']","['PRD_B', 'PRD_I', 'PRD_I', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']"
2754,롯데죠스바는 어디 쯤에서 볼 수 있어,"['롯데죠스바', '는', ' ', '어디', ' ', '쯤에서', ' ', '볼', ' ', '수', ' ', '있어']","['PRD_B', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']"
2755,닥터유 활력충전 에너지바는 어디 쯤에 진열 되어있어,"['닥터유', ' ', '활력충전', ' ', '에너지바', '는', ' ', '어디', ' ', '쯤에', ' ', '진열', ' ', '되어있어']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', '-', '-', '-', '-', '-', '-', '-', '-']"
2756,영덕게간장순국장 세트는 어디 쯤에서 판매하고 있어,"['영덕게간장순국장', ' ', '세트', '는', ' ', '어디', ' ', '쯤에서', ' ', '판매하고', ' ', '있어']","['PRD_B', 'PRD_I', 'PRD_I', '-', '-', '-', '-', '-', '-', '-', '-', '-']"
2757,테이스티홈 국내산 깍두기는 어디 쯤에서 판매중이야,"['테이스티홈', ' ', '국내산', ' ', '깍두기', '는', ' ', '어디', ' ', '쯤에서', ' ', '판매중이야']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', '-', '-', '-', '-', '-', '-']"
2758,나주고깃간 갈비찜은 어느 쪽에 있어,"['나주고깃간', ' ', '갈비찜', '은', ' ', '어느', ' ', '쪽에', ' ', '있어']","['PRD_B', 'PRD_I', 'PRD_I', '-', '-', '-', '-', '-', '-', '-']"
2759,매일 저지방은 어느 쪽에 위치해,"['매일', ' ', '저지방', '은', ' ', '어느', ' ', '쪽에', ' ', '위치해']","['PRD_B', 'PRD_I', 'PRD_I', '-', '-', '-', '-', '-', '-', '-']"
2760,피코크 매운 바베큐 닭다리는 어느 쪽에 팔아,"['피코크', ' ', '매운', ' ', '바베큐', ' ', '닭다리', '는', ' ', '어느', ' ', '쪽에', ' ', '팔아']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', '-', '-', '-', '-', '-', '-']"
2761,김해축협 한우언양식양념불고기냉동은 어느 쪽에서 판매해,"['김해축협', ' ', '한우언양식양념불고기냉동', '은', ' ', '어느', ' ', '쪽에서', ' ', '판매해']","['PRD_B', 'PRD_I', 'PRD_I', '-', '-', '-', '-', '-', '-', '-']"
2762,앙버터몽땅은 어느 쪽에서 살 수 있어,"['앙버터몽땅', '은', ' ', '어느', ' ', '쪽에서', ' ', '살', ' ', '수', ' ', '있어']","['PRD_B', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']"
